Token,Tag
igual,Spn
que,Spn
mi,Spn
mano,Spn
derecha,,Spn
pero,Spn
algo...y,Spn
a,Spn
tirar,Spn
la,Spn
pelota,Spn
hasta,Spn
cierto,Spn
punto,Spn
con,Spn
la,Spn
izquierda.,Spn
Todavía,Spn
tengo,Spn
cierta,Spn
capacidad.,Spn
Cositas,Spn
que,Spn
pasan,Spn
con,Spn
los,Spn
niños,Spn
por,Spn
andar,Spn
de...que,Spn
de,Spn
experimentando,Spn
cosas.,Spn
Ah,,Spn
déjame,Spn
ver,,Spn
¿qué,Spn
otra,Spn
cosa,Spn
importante,Spn
en,Spn
mi,Spn
vida?,Spn
Bueno,Spn
de,Spn
allí,Spn
nos,Spn
fuimos,Spn
por,,Spn
por...se,Spn
imaginan,,Spn
Guadalajara,NamedEnt
por,Spn
ser,Spn
ciudad,Spn
grande,Spn
la,Spn
vida,Spn
era,Spn
muy,,Spn
más,Spn
cara,Spn
allí,Spn
que,Spn
en,Spn
otros,Spn
lados.,Spn
Esas,Spn
casas,Spn
de,Spn
renta,Spn
eran,Spn
bastante,Spn
caras.,Spn
Entonces,Spn
mi,Spn
papá,Spn
decidió,Spn
que,Spn
deberíamos,Spn
cambiarnos,Spn
al,Spn
norte,Spn
de,Spn
México,Spn
y,Spn
se,Spn
fue,Spn
con...no,Spn
me,Spn
acuerdo,Spn
con,Spn
quien,Spn
pero,Spn
con,Spn
otros,Spn
amigos.,Spn
Investigaron,Spn
un,Spn
poco,Spn
allá,Spn
cerca,Spn
de,Spn
Monterrey,NamedEnt
y,Spn
yo,Spn
no,Spn
sé,Spn
cómo,Spn
dieron,,Spn
pero,Spn
encontraron,Spn
un,Spn
lugar,Spn
en,Spn
las,Spn
afueras,Spn
de,Spn
Saltillo,,NamedEnt
Coahuila.,NamedEnt
Que...a,,Spn
a,Spn
propósito,Spn
dice,Spn
la,Spn
Cámara,Spn
de,Spn
Comercio,,Spn
le,Spn
ha,Spn
puesto,Spn
como,Spn
nombre,Spn
a,Spn
la,Spn
ciudad,Spn
de,Spn
Saltillo:,NamedEnt
ciudad,Spn
del,Spn
aire,Spn
acondicionado.,Spn
Porque,Spn
en,Spn
verdad,Spn
es...es,Spn
bonito,Spn
el,Spn
clima,Spn
allí.,Spn
Es,Spn
parecido,Spn
a...a,Spn
Denver,,NamedEnt
Colorado,NamedEnt
en,Spn
cuanto,Spn
a,Spn
su,Spn
altura.,Spn
Como,Spn
cinco,Spn
mil,Spn
pies,Spn
y,Spn
pico,Spn
sobre,Spn
el,Spn
nivel,Spn
del,Spn
mar.,Spn
En,Spn
la,Spn
noche,Spn
hace,Spn
friito,,Spn
uno,Spn
se,Spn
tiene,Spn
que,Spn
tapar.,Spn
En,Spn
el,Spn
día,Spn
puede,Spn
hacer,Spn
calor,,Spn
pero,Spn
no,Spn
exagerado.,Spn
En,Spn
cambio,,Spn
como,Spn
a...ochenta,Spn
y,Spn
cinco,Spn
kilómetros,,Spn
cincuenta,Spn
millas,Spn
o,Spn
que,Spn
se,Spn
yo,Spn
de,Spn
ahí,,Spn
está,Spn
Monterrey,NamedEnt
que,Spn
es,Spn
mucho,,Spn
mucho,Spn
más,Spn
caluroso,Spn
y,Spn
está,Spn
tan,Spn
cerquita,Spn
porque,Spn
pues,Spn
Saltillo,NamedEnt
está,Spn
entre,Spn
las,Spn
montañas,,Spn
uno,Spn
tiene,Spn
que,Spn
subir,Spn
la,Spn
sierra.,Spn
Así,Spn
que,Spn
Monterrey,NamedEnt
por,Spn
más,Spn
grande,Spn
que,Spn
sea,,Spn
uno,Spn
no,Spn
lo,Spn
aguanta.,Spn
Saltillo,NamedEnt
es,Spn
mucho,Spn
más,Spn
bonito.,Spn
Total,Spn
que,Spn
mi,Spn
papá,Spn
decidió,Spn
comprar,Spn
un,Spn
terrenito,Spn
de,Spn
siete,Spn
acres,,Spn
no,Spn
recuerdo,Spn
cómo,Spn
se,Spn
cambia,Spn
eso,Spn
a,Spn
hectáreas.,Spn
Pero,Spn
dos,Spn
o,Spn
tres,Spn
hectáreas,Spn
a,Spn
lo,Spn
mucho...pero,Spn
un,Spn
rancho,,Spn
rancho,,Spn
que,Spn
rancho...en,Spn
las,Spn
afueras,Spn
de,Spn
Saltillo,NamedEnt
que,Spn
era,Spn
un,Spn
trigal,,Spn
a,Spn
wheat,Eng
field.,Eng
Donde,Spn
uno,Spn
riega,Spn
con,Spn
la,Spn
pura,Spn
acequia,Spn
de,Spn
agua,Spn
que,Spn
corre,Spn
de,Spn
un,Spn
ojo,Spn
de,Spn
agua,Spn
por,Spn
todos,Spn
esos,Spn
pueblitos.,Spn
Uno,Spn
paga,Spn
poquito,Spn
y,Spn
te,Spn
toca,Spn
el,Spn
agua,Spn
de,Spn
alguien,Spn
ahí,Spn
con...,Spn
[Inaudible],Spn
Ya,,Spn
tienes,Spn
que...en,Spn
esta,,Spn
en,Spn
este,Spn
rancho,Spn
la,Spn
gente,Spn
riega,Spn
sus,Spn
tierras,,Spn
su,Spn
trigo,,Spn
su,Spn
maíz,,Spn
lo,Spn
que,Spn
siembra,,Spn
siembra,,Spn
lo,Spn
riegan,Spn
con,Spn
agua,Spn
que,Spn
corre,Spn
en,Spn
las,Spn
acequias,Spn
y,Spn
tiene,Spn
uno,Spn
que,Spn
usar,Spn
el,Spn
azadón,Spn
para,Spn
cerrar,Spn
aquí,,Spn
abrir,Spn
acá,Spn
y,Spn
ciertas,Spn
horas,Spn
pasan,,Spn
inundas,Spn
tus,Spn
tierras,,Spn
cierras,,Spn
abres,Spn
y,Spn
sigue,Spn
el,Spn
que,Spn
sigue,,Spn
el,Spn
que,Spn
el,Spn
vecino,Spn
o,Spn
el,Spn
que,Spn
haya,Spn
pagado,Spn
para,Spn
el,Spn
agua,Spn
de,Spn
esas,Spn
horas,Spn
que,Spn
siguen.,Spn
Así,Spn
que,Spn
ahí,Spn
mi,Spn
papá,Spn
compró,,Spn
por,Spn
ochocientos,Spn
dólares,Spn
se,Spn
compró,Spn
ese,Spn
terrenito.,Spn
No,Spn
había,Spn
luz.,Spn
No,Spn
había,Spn
un,Spn
pozo,Spn
de,Spn
agua.,Spn
Era,Spn
un,Spn
sólo,Spn
trigal.,Spn
Pero,Spn
poco,Spn
a,Spn
poco,Spn
después,Spn
de...mi,Spn
papá,Spn
encontrara,Spn
a,Spn
un,Spn
señor,Spn
que,Spn
le,Spn
encontró,Spn
el,Spn
mejor,Spn
lugar,Spn
usando,Spn
el,Spn
método,Spn
antiguo...eh...dos,Spn
varitas.,Spn
Le,Spn
dijo:,Spn
aquí,Spn
es,Spn
en,Spn
donde,Spn
usted,Spn
puede,Spn
hacer,Spn
un,Spn
pozo.,Spn
Le,Spn
va,Spn
a,Spn
salir,Spn
el,Spn
agua.,Spn
Aquí,Spn
es,Spn
el,Spn
mejor,Spn
lugar.,NamedEnt
Entonces,Spn
escarbó...y,Spn
mi,Spn
papá,Spn
contrató,Spn
a,Spn
personas,Spn
que,Spn
le,Spn
escarbaran,Spn
para,Spn
este,Spn
pozo.,Spn
Usaron,NamedEnt
ah...pico,,Spn
pala.,Spn
Usaban...yo,Spn
estaba,Spn
ahí,Spn
un,Spn
poco,,Spn
ayudé,Spn
un,Spn
poco,,Spn
pero,Spn
ah...no,Spn
mucho.,Spn
Usaban,Spn
dinamita,,Spn
porque,Spn
era,Spn
piedra,,Spn
cascajo,Spn
como,Spn
dicen,Spn
allá,Spn
en,Spn
Saltillo.,NamedEnt
Muy,Spn
duro.,Spn
Al,Spn
fin,Spn
encontraron,Spn
agua,Spn
y,Spn
siguieron,Spn
escarbando,Spn
para,Spn
que,Spn
hubiera,Spn
más...entonces,Spn
ah...ahí,Spn
empezamos,Spn
nosotros,Spn
a,Spn
usar,Spn
esa,Spn
agua,Spn
para,Spn
beber,,Spn
etcétera.,Spn
Y,Spn
mi,Spn
papá,Spn
empezó,Spn
a,Spn
construir,Spn
casas,Spn
para,Spn
el,Spn
orfanatorio.,Spn
Y,Spn
construimos,Spn
una.,Spn
La,Spn
primera...y,Spn
tan,Spn
pronto,Spn
estuvo,Spn
casi,Spn
terminada,Spn
nos,Spn
cambiamos,Spn
los,Spn
cuarenta,Spn
para,Spn
esa,Spn
casa.,Spn
cuarenta,,Spn
claro,,Spn
niños,Spn
pequeños,Spn
de,Spn
tres,Spn
años,Spn
para,Spn
arriba,,Spn
hasta,Spn
mi,Spn
papá,Spn
y,Spn
mi,Spn
madre,,Spn
toda,Spn
la,Spn
familia.,Spn
Éramos,Spn
cuarenta,Spn
los,Spn
que,Spn
estábamos,Spn
allí.,Spn
Allí,Spn
dormíamos,Spn
bien,,Spn
bien,Spn
apretaditos,,Spn
las,Spn
mesas,Spn
las,Spn
poníamos,Spn
una,Spn
arriba,Spn
de,Spn
la,Spn
otra.,Spn
Las,Spn
que,Spn
estaban,Spn
en,Spn
el,Spn
comedor,,Spn
para,Spn
que,Spn
hubiera,Spn
espacio,Spn
para,Spn
dormir.,Spn
Y,Spn
hasta,Spn
que,Spn
construimos,Spn
la,Spn
segunda,,Spn
entonces,Spn
nos,Spn
dividimos,,Spn
no,Spn
me,Spn
acuerdo,Spn
exactamente,Spn
cómo,,Spn
pero,Spn
tal,Spn
vez,Spn
mujeres,Spn
y,Spn
hombres,Spn
así,Spn
hasta,Spn
que,Spn
construimos,Spn
tres,Spn
casas,Spn
y,Spn
luego,Spn
un,Spn
dormitorio,Spn
de,Spn
dos,Spn
pisos.,Spn
Un,Spn
comedor,Spn
ah...pequeño,Spn
y,Spn
luego,Spn
después,Spn
un,Spn
comedor,Spn
más,Spn
grande,Spn
y,Spn
luego,Spn
una,Spn
alberca,Spn
y,Spn
luego,Spn
la,Spn
barda,NamedEnt
alrededor,Spn
de,Spn
la,Spn
alberca.,Spn
Nos,Spn
tocó,Spn
mucho,,Spn
mucho,Spn
escarbar,Spn
a,Spn
mí,Spn
y,Spn
a,Spn
mis,Spn
hermanos,Spn
y,Spn
a,Spn
los,Spn
que,Spn
estaban,Spn
en,Spn
el,Spn
orfanatorio.,Spn
Mi,Spn
papá,Spn
creía,Spn
que,Spn
era,Spn
necesario,Spn
uno,Spn
estar,Spn
ocupado,Spn
haciendo,Spn
algo.,Spn
Entonces,Spn
eso,Spn
me...de,Spn
ayudó,,Spn
me,Spn
enseñó,Spn
a,Spn
trabajar,Spn
mi,Spn
papá,Spn
duro,,Spn
y,Spn
al,Spn
fin,Spn
los,Spn
viernes,Spn
nos,Spn
pagaba,Spn
según,Spn
las,Spn
horas,Spn
que,Spn
uno,Spn
trabajaba.,Spn
En,Spn
cuanto,Spn
a,Spn
la,Spn
escuela,,Spn
pues...eh...allí,Spn
en,Spn
este,Spn
rancho,Spn
no,Spn
había,Spn
ni,Spn
cuarto,Spn
ni,Spn
quinto,Spn
ni,Spn
sexto,,Spn
así,Spn
que,Spn
tuve,Spn
que,Spn
caminar,Spn
como,Spn
dos...como,Spn
tres,Spn
kilómetros,Spn
por,Spn
la,Spn
mañana,Spn
para,Spn
llegar,Spn
allá,Spn
y,Spn
luego,Spn
regresar,Spn
al,Spn
mediodía,Spn
y,Spn
luego,Spn
a,Spn
las,Spn
doce,Spn
mediodía,Spn
otra,Spn
vez,Spn
a,Spn
la,Spn
escuela,Spn
y,Spn
luego,Spn
en,Spn
la,Spn
tarde,Spn
a,Spn
las,Spn
cuatro,Spn
y,Spn
media,Spn
otra,Spn
vez,Spn
a,Spn
casa.,Spn
Así,Spn
que,Spn
caminábamos,,Spn
¿qué?,Spn
Diez,,Spn
doce,Spn
kilómetros,Spn
diarios,Spn
para,Spn
ir,Spn
a,Spn
la,Spn
escuela.,Spn
A,Spn
veces,Spn
íbamos,Spn
en,Spn
bicicleta,Spn
en,Spn
el,Spn
sexto,Spn
grado,Spn
me,Spn
compré,Spn
una,Spn
moto,Spn
de,Spn
Estados,Spn
Unidos,,Spn
pero,Spn
corrientita,,Spn
Cushman.,Spn
No,Spn
muy,Spn
buena,,Spn
pero,Spn
de,Spn
vez,Spn
en,Spn
cuando,Spn
me,Spn
llevaba,Spn
mi,Spn
moto,Spn
allá,Spn
a...a,Spn
este,Spn
pueblito,Spn
que,Spn
se,Spn
llamaba,Spn
La,Spn
Libertad,,Spn
Coahuila.,NamedEnt
Cerca,Spn
de,Spn
La,Spn
Ibernia,NamedEnt
y,Spn
cerca,Spn
de,Spn
La,Spn
Aurora,NamedEnt
y,Spn
cerca,Spn
de...ah...ya,Spn
se,Spn
me,Spn
olvidó,Spn
el,Spn
otro,Spn
pueblo,Spn
más,Spn
allá,,Spn
de,Spn
donde,Spn
era,Spn
el,Spn
presidente,Spn
en,Spn
años,Spn
futuros,,Spn
Arteaga.,NamedEnt
Artega,,NamedEnt
o,Spn
el,Spn
gobernador,Spn
sería,Spn
tal,Spn
vez.,Spn
Total,Spn
allí,Spn
estaba,Spn
en,Spn
una,Spn
escuela,Spn
y,Spn
no,Spn
era,Spn
de,Spn
las,Spn
mejores,Spn
tampoco.,Spn
Era,Spn
una,Spn
escuela,Spn
rural,Eng
federal,Eng
que,Spn
se,Spn
llamaba,Spn
Benito,NamedEnt
Juárez.,Spn
Un,Spn
cuarto,Spn
por,Spn
grado,,Spn
un,Spn
maestro,Spn
por,Spn
grado.,Spn
Nada,Spn
más,Spn
había,Spn
un,Spn
maestro,Spn
creo,Spn
que,Spn
tenía,Spn
carro,Spn
y,Spn
los,Spn
demás,Spn
venían,Spn
en,Spn
el,Spn
autobús.,Spn
Había,Spn
un,Spn
foquito,Spn
en,Spn
cada...en,Spn
cada,Spn
aula,,Spn
o,Spn
cuarto,Spn
como,Spn
le,Spn
llamen.,Spn
No,Spn
había,Spn
baño.,Spn
Más,Spn
bien,Spn
íbamos,Spn
al,Spn
arroyo,Spn
que,Spn
estaba,Spn
allí,Spn
a,Spn
dos,Spn
cuadritas,Spn
o,Spn
qué,Spn
sé,Spn
yo.,Spn
Uhm...mejor,Spn
preferíamos,Spn
ir,Spn
al,Spn
arroyo.,NamedEnt
Así,Spn
que,Spn
era,Spn
rural.,Eng
Ah...no,Spn
había,Spn
donde...fuente,Spn
de,Spn
agua.,Spn
No,Spn
había,Spn
un,Spn
bebedero,Spn
de,Spn
agua,Spn
allí.,Spn
Tenías,Spn
que,Spn
traer,Spn
tu,Spn
propia,Spn
agua,Spn
o,Spn
qué,Spn
sé,Spn
yo.,Spn
Todavía,Spn
recuerdo,Spn
que,Spn
me,Spn
tocó,Spn
comer,Spn
comida,Spn
que,Spn
había,Spn
sido,,Spn
ah...no,Spn
sé,Spn
si...yo,Spn
creo,Spn
que,Spn
regalada,Spn
por,Spn
la...no,Spn
sé,Spn
si,Spn
sea,Spn
la...¿qué,Spn
será?,Spn
La,Spn
asociación,Spn
esa,,Spn
no,Spn
me,Spn
acuerdo,,Spn
pero,Spn
era,Spn
de,Spn
Estados,Spn
Unidos.,Spn
Daban,Spn
leche,,Spn
de,Spn
esa...de,Spn
un,Spn
tipo,Spn
de,Spn
leche,Spn
en,Spn
pomitos,,Spn
empaquetada...que,Spn
tenía,,Spn
que,Spn
venía,Spn
media,Spn
sellada,Spn
no,Spn
era,Spn
leche,Spn
de,Spn
vaca,Spn
local,Spn
y,Spn
otras,Spn
cositas,Spn
que,Spn
nos,Spn
daban,Spn
para,Spn
desayunar.,Spn
Así,Spn
que,Spn
era,Spn
interesante,Spn
eso.,Spn
Pero,,Spn
allí,Spn
allí,Spn
estuve,Spn
tres,Spn
años,Spn
hasta,Spn
que,Spn
me,Spn
gradué,Spn
en,Spn
sexto,Spn
y,Spn
como,Spn
lo,Spn
sabrán,Spn
algunos,,Spn
tal,Spn
vez,Spn
unos,Spn
lo,Spn
saben,,Spn
y,Spn
en,Spn
aquel,Spn
entonces,Spn
cuando,Spn
uno,Spn
se,Spn
graduaba,Spn
del,Spn
sexto,Spn
grado,Spn
era,Spn
como,Spn
graduarse,Spn
de...de,Spn
la,Spn
prepa,,NamedEnt
o,Spn
a,Spn
veces,Spn
de,Spn
la,Spn
universidad,Spn
porque,Spn
era,Spn
tal,Spn
vez,Spn
el,Spn
estudio,Spn
máximo,Spn
que,Spn
alcanzaban,Spn
muchos.,Spn
Por...por,Spn
la,Spn
pobreza,,Spn
etcétera.,Spn
Por,Spn
vivir,Spn
lejos,Spn
de,Spn
la,Spn
ciudad,Spn
donde,Spn
había,Spn
secundaria.,Spn
Así,Spn
que,Spn
yo,Spn
no,Spn
creo,Spn
ni,Spn
en,Spn
ninguna,Spn
otra,Spn
graduación,Spn
me,Spn
vestí,Spn
tan,Spn
bién.,Spn
Llevé,Spn
traje,,Spn
guantes,Spn
blancos,,Spn
para,Spn
saludar,Spn
al,Spn
director,Spn
y,Spn
al,Spn
director,Spn
de,Spn
las,Spn
escuelas,Spn
del,Spn
área.,Spn
El,Spn
presidente,Spn
no,Spn
vino,,Spn
claro,,Spn
pero,Spn
era,Spn
director,Spn
de,Spn
la,Spn
escuela...de,Spn
las,Spn
escuelas,Spn
de,Spn
esa,Spn
área.,Spn
Así,Spn
que,Spn
era,Spn
una,Spn
gran,Spn
fiesta,,Spn
una,Spn
gran,Spn
celebración,Spn
como,Spn
si,Spn
hubiera...nos,Spn
hubiésemos,Spn
recibido,Spn
de,Spn
doctores,,Spn
de,Spn
médicos,Spn
o,Spn
qué,Spn
sé,Spn
yo.,Spn
Pero,Spn
pues,Spn
es,Spn
que,Spn
muchos,Spn
es,Spn
todo,Spn
lo,Spn
que,Spn
estudiaron.,Spn
Gracias,Spn
a,Spn
Dios,NamedEnt
que,Spn
yo,Spn
alcancé,Spn
a,Spn
seguir,Spn
estudiando.,Spn
Ah...entonces,Spn
me,Spn
fui,Spn
a,Spn
la,Spn
ciudad,,Spn
a,Spn
la,Spn
secundaria.,Spn
A,Spn
estudiar,Spn
a,Spn
una,Spn
secundaria,Spn
que,Spn
se,Spn
llamaba,Spn
la,Spn
secundaria,Spn
del,Spn
estado,Spn
que,Spn
estaba,Spn
enfrente,Spn
de,Spn
la,Spn
Alameda,NamedEnt
en,Spn
el,Spn
centro,Spn
de,Spn
Saltillo.,NamedEnt
Ah...en,,Spn
Saltillo,NamedEnt
en,Spn
aquel,Spn
entonces,Spn
solamente,Spn
tenía,Spn
como,Spn
doscientos,Spn
mil,Spn
habitantes.,Spn
Creo,Spn
que,Spn
ahora,Spn
ya,Spn
lleva,,Spn
no,Spn
sé,Spn
si,Spn
tal,Spn
vez,Spn
cerca,Spn
del,Spn
millón.,Spn
Como,Spn
que,Spn
mucha,Spn
gente,Spn
lo,Spn
descubrió,,Spn
descubrió,Spn
esa,Spn
ciudad,Spn
porque,Spn
ahora,Spn
vive,Spn
mucha,Spn
gente,Spn
allí.,Spn
Es,Spn
la,Spn
ciudad,Spn
de,Spn
los,Spn
sarapes.,Spn
No,Spn
sé,Spn
si,Spn
todavía,Spn
sea,Spn
famosa,Spn
por,Spn
eso.,Spn
Pero,Spn
aquí,Spn
en,Spn
Estados,Spn
Unidos,Spn
venden,Spn
tile,,Spn
que,Spn
se,Spn
llama,Spn
Saltillo,NamedEnt
tile.,Spn
Supongo,Spn
que,Spn
de,Spn
allí,Spn
provino.,Spn
Mi,Spn
papá,Spn
precisamente,Spn
ahí,Spn
a,Spn
ver,,Spn
tenía,Spn
dos,Spn
lugares,,Spn
tres,,Spn
tres,Spn
lugares,Spn
favoritos,Spn
a,Spn
los,Spn
cuales,Spn
llevaba,Spn
a,Spn
sus,Spn
ah...visitantes,,Spn
los,Spn
que,Spn
venían,Spn
de,Spn
Estados,Spn
Unidos,Spn
para,Spn
visitarlo.,Spn
Muchos,Spn
americanos,NamedEnt
venían,Spn
a,Spn
ese,Spn
rancho,,Spn
yo,Spn
no,Spn
sé,,Spn
muchos,Spn
se,Spn
perdían,Spn
y,Spn
al,Spn
fin,Spn
daban.,Spn
Pero,Spn
al,Spn
fin,Spn
el,Spn
pueblo,,Spn
ese,Spn
ranchito,Spn
donde,Spn
vivíamos,,Spn
que,Spn
era,Spn
Los,Spn
González,,NamedEnt
la,Spn
gente,Spn
se,Spn
impuso,Spn
ya,Spn
cuando,Spn
veían,Spn
un,Spn
carro,Spn
con,Spn
americanos,NamedEnt
ya,Spn
los,Spn
dirigían:,Spn
para,Spn
allá,,Spn
para,Spn
allá,,Spn
para,Spn
allá,Spn
vive,Spn
el,Spn
gringo.,Spn
Allá,Spn
es,,Spn
allá,Spn
es.,Spn
Teníamos,Spn
una,Spn
torre,Spn
allí,Spn
en,Spn
la,Spn
entrada,Spn
que,Spn
decía,Spn
el,Spn
Ranchito,Spn
del,Spn
Rey.,Spn
Era,Spn
un,Spn
ranchito,Spn
y,Spn
para,Spn
mi,Spn
papá,Spn
el,Spn
rey,Spn
era,Spn
pues,Spn
Jesucristo.,Spn
Así,Spn
que,Spn
era,Spn
el,Spn
Ranchito,Spn
del,Spn
Rey.,Spn
Eso,Spn
decía.,Spn
Ah...entonces,Spn
ah...en,Spn
esa,Spn
secundaria...ah,,Spn
pero,Spn
no,Spn
fue,Spn
fácil,Spn
entrar,Spn
a,Spn
la,Spn
secundaria.,Spn
El,Spn
peor,Spn
temor,Spn
que,Spn
tuve,Spn
desde,Spn
que,Spn
nací,Spn
yo,Spn
creo,Spn
porque,Spn
hasta,Spn
ese,Spn
momento,Spn
de,Spn
entrar,Spn
en,Spn
el,Spn
primero,Spn
de,Spn
secundaria,Spn
que,Spn
es,Spn
el,Spn
séptimo,Spn
que,Spn
en,Spn
inglés,,Spn
seventh,Eng
grade,Eng
en,Spn
Estados,Spn
Unidos,,Spn
fue,Spn
que,Spn
tuve,Spn
que,Spn
pasar,Spn
una,Spn
prueba,Spn
para,Spn
ver,Spn
si,Spn
me,Spn
aceptaba,Spn
la,Spn
escuela,,Spn
la,Spn
secundaria,Spn
del,Spn
estado.,Spn
Aquí,Spn
en,Spn
Estados,Spn
Unidos,Spn
no,Spn
tienes,Spn
que,Spn
pasar,Spn
ninguna,Spn
prueba,,Spn
pero,Spn
allí,Spn
para,Spn
ir,Spn
a,Spn
esa,Spn
escuela,,Spn
en,Spn
la,Spn
federal,Spn
te,Spn
recibían,Spn
fácil.,Spn
A,Spn
la,Spn
secundaria,Spn
del,Spn
estado,Spn
que,Spn
según,Spn
era,Spn
de,Spn
más,Spn
categoría,,Spn
tenías,Spn
que,Spn
pasar,Spn
una,Spn
prueba,Spn
y,Spn
ay,Spn
de,Spn
ti,Spn
si,Spn
no,Spn
pasas,Spn
pues,Spn
te,Spn
vas,Spn
a,Spn
la,Spn
federal,Spn
o,Spn
a,Spn
otra,Spn
por,Spn
allí.,Spn
Claro,Spn
la,Spn
privada,Spn
no,Spn
era,Spn
opción,Spn
porque,Spn
no,Spn
había,Spn
dinero.,Spn
Not,Eng
enough,Eng
money,Eng
for,Eng
all,Eng
that.,Eng
Entonces...,Spn
pues,Spn
ese,Spn
miedo,Spn
que,Spn
tuve...ya,Spn
lo,Spn
recuerdo,Spn
y,Spn
ni,Spn
siquiera,Spn
mi,Spn
mamá,Spn
tuvo,Spn
tiempo,Spn
de,Spn
llevarme.,Spn
Me,Spn
llevó,Spn
una,Spn
enfermera,,Spn
otra,Spn
que,Spn
era,Spn
de,Spn
California,NamedEnt
que,Spn
trabajaba,Spn
con,Spn
mi,Spn
papá,,Spn
soltera.,Spn
Ella,NamedEnt
me,Spn
llevó,Spn
allí,Spn
como,Spn
mi,Spn
madre,,Spn
mi,Spn
madrastra,Spn
será,Spn
o,Spn
algo,Spn
así,Spn
por,Spn
ese,Spn
día.,Spn
Ay,Spn
que,Spn
miedo,Spn
me,Spn
dio.,Spn
Dije,Spn
yo:,Spn
no,,Spn
yo,Spn
estudié,Spn
en,Spn
rancho.,Spn
No,Spn
creo,Spn
que,Spn
pueda,Spn
pasar,Spn
esta,Spn
prueba.,Spn
No,Spn
creo,Spn
que,Spn
las,Spn
escuelas,Spn
de,Spn
rancho,Spn
sean,Spn
igual,Spn
de,Spn
buenas,Spn
que,Spn
las,Spn
de,Spn
aquí,Spn
de,Spn
la,Spn
ciudad,Spn
de,Spn
Saltillo.,NamedEnt
Todos,Spn
los,Spn
que,Spn
estaban,Spn
haciendo,Spn
su...llenando,Spn
su,Spn
solicitud,Spn
y,Spn
haciendo,,Spn
tomando,Spn
la,Spn
prueba,Spn
pues,Spn
son,Spn
todos,Spn
de,Spn
allí.,Spn
De,Spn
las,Spn
escuelas,Spn
de,Spn
la,Spn
ciudad.,Spn
Yo,Spn
dije:,Spn
no,,Spn
yo,Spn
no,Spn
tengo,Spn
ni...no,Spn
creo,Spn
que,Spn
pueda,Spn
yo,Spn
pasar,Spn
esta,Spn
prueba.,Spn
Así,Spn
estaba,Spn
yo,Spn
de...de,,Spn
¿qué?,Spn
De,Spn
temeroso.,Spn
Pues,Spn
sucede,,Spn
no,Spn
sé,Spn
si,Spn
por,Spn
ser,Spn
americano,NamedEnt
o,Spn
porque,Spn
en,Spn
verdad,Spn
pasé,,Spn
pues,Spn
dijeron,Spn
que,Spn
pasé.,Spn
Entonces,Spn
empecé,Spn
a,Spn
estudiar,Spn
ahí.,Spn
Y,Spn
pasé,Spn
tres,Spn
años,Spn
muy...muy,Spn
buenos.,Spn
Éramos,Spn
el,Spn
primer,Spn
año,,Spn
éramos,Spn
yo,Spn
y,Spn
dos,Spn
americanos.,NamedEnt
El,Spn
segundo,Spn
año,Spn
éramos,Spn
yo,Spn
y,Spn
mi,Spn
hermana,Spn
y,Spn
esos,Spn
dos,Spn
americanos.,NamedEnt
En,Spn
tercer,Spn
año,Spn
nada,Spn
más,Spn
éramos,Spn
yo,Spn
y,Spn
mi,Spn
hermana.,Spn
Y,Spn
en,Spn
tercer,Spn
año...el,Spn
tercer,Spn
año,Spn
que,Spn
es,Spn
el,Spn
tercero,Spn
de,Spn
secundaria,,Spn
el,Spn
noveno,,Spn
the,Eng
ninth,Eng
grade,Eng
aquí,Spn
en,Spn
Estados,Spn
Unidos,,Spn
me,Spn
lancé,Spn
de,Spn
vicepresidente,Spn
de,Spn
la...del,Spn
del,Spn
cuerpo,Spn
estudiantil.,Spn
Y,Spn
mi,Spn
hermana,Spn
me,Spn
empujó.,Spn
Todavía,Spn
recuerdo,Spn
la,Spn
presidenta,,Spn
era,Spn
Alicia,NamedEnt
Mier.,NamedEnt
Era...Qué,Spn
increíble.,Spn
Después,Spn
de,Spn
tantos,Spn
años,Spn
todavía,Spn
me,Spn
acuerdo.,Spn
Alicia,NamedEnt
Mier,,NamedEnt
una,Spn
mujer.,Spn
Y,Spn
yo,,Spn
Paul...Paul,NamedEnt
West,,Spn
el,Spn
vicepresidente.,Spn
En,Spn
aquel,Spn
tiempo,Spn
no,Spn
me,Spn
hubieras,Spn
aquí...no,Spn
me,Spn
hubieras,Spn
aquí,,Spn
no,Spn
me,Spn
hubieras,Spn
visto,Spn
hablar,Spn
tanto,Spn
tiempo.,Spn
Yo,Spn
era...era,Spn
un,Spn
poco,Spn
tímido,Spn
para,Spn
hablar.,Spn
Me,Spn
acuerdo,Spn
que,Spn
no,Spn
más,Spn
hablé,Spn
una,Spn
o,Spn
dos,Spn
veces,Spn
allí,Spn
en,Spn
el,Spn
micrófono,Spn
en,Spn
esa,Spn
escuela,,Spn
pero...,Spn
qué,Spn
susto,Spn
llevé,,Spn
qué,Spn
espanto.,Spn
Yo,Spn
no.,Spn
Yo,Spn
tenía...estaba,Spn
muy,,Spn
muy,Spn
temeroso,Spn
de,Spn
hablar.,Spn
Pero,Spn
me,Spn
fui,Spn
desarrollando,Spn
poco,Spn
a,Spn
poco.,Spn
Total,Spn
no,Spn
creo,Spn
que,Spn
hice,Spn
nada,Spn
importante,Spn
como,Spn
vicepresidente.,Spn
Pero...ah...eso,Spn
fue,Spn
algo,Spn
que,,Spn
importante,Spn
que,Spn
